R_fighter,B_fighter,Winner
BJ Penn,Joe Stevenson,Red
Alessio Sakara,James Lee,Red
Antoni Hardonk,Colin Robinson,Red
Fabricio Werdum,Gabriel Gonzaga,Red
Paul Kelly,Paul Taylor,Red
Jorge Rivera,Kendall Grove,Red
Wilson Gouveia,Jason Lambert,Red
Sam Stout,Per Eklund,Red
Manvel Gamburyan,Nate Mohr,Red
Lyoto Machida,Rameau Thierry Sokoudjou,Red
Chuck Liddell,Wanderlei Silva,Red
Georges St-Pierre,Matt Hughes,Red
Dean Lister,Jordan Radev,Red
Rich Clementi,Melvin Guillard,Red
James Irvin,Luiz Cane,Red
Eddie Sanchez,Soa Palelei,Red
Roan Carneiro,Tony DeSouza,Red
Mark Bocek,Doug Evans,Red
Roman Mitichyan,Dorian Price,Red
War Machine,Jared Rollins,Red
Troy Mandaloniz,Richie Hightower,Red
Matt Arroyo,John Kolosci,Red
Ben Saunders,Dan Barrera,Red
Mac Danzig,Tommy Speer,Red
Roger Huerta,Clay Guida,Red
George Sotiropoulos,Billy Miles,Red
Jonathan Goulet,Paul Georgieff,Red
Ed Herman,Joe Doerksen,Red
Frankie Edgar,Spencer Fisher,Red
Thiago Silva,Houston Alexander,Red
Marcus Aurelio,Luke Caudillo,Red
Joe Lauzon,Jason Reinhardt,Red
Thiago Alves,Chris Lytle,Red
Rashad Evans,Michael Bisping,Red
Karo Parisyan,Ryo Chonan,Red
Akihiro Gono,Tamdan McCrory,Red
Tim Sylvia,Brandon Vera,Red
Yushin Okami,Jason MacDonald,Red
Joshua Burkman,Forrest Petz,Red
Alvin Robinson,Jorge Gurgel,Red
Anderson Silva,Rich Franklin,Red
Demian Maia,Ryan Jensen,Red
Stephan Bonnar,Eric Schafer,Red
Alan Belcher,Kalib Starnes,Red
Matt Grice,Jason Black,Red
Rich Clementi,Anthony Johnson,Red
Jeremy Stephens,Diego Saraiva,Red
Jon Fitch,Diego Sanchez,Red
Forrest Griffin,Mauricio Rua,Red
Lyoto Machida,Kazuhiro Nakamura,Red
Christian Wellisch,Scott Junk,Red
Keith Jardine,Chuck Liddell,Red
Tyson Griffin,Thiago Tavares,Red
Matt Wiman,Michihiro Omigawa,Red
Kenny Florian,Din Thomas,Red
Chris Leben,Terry Martin,Red
Gray Maynard,Joe Veres,Red
Thiago Alves,Kuniyoshi Hironaka,Red
Cole Miller,Leonard Garcia,Red
Luke Cummo,Edilberto de Oliveira,Red
Nate Quarry,Pete Sell,Red
Nate Diaz,Junior Assuncao,Red
Dustin Hazelett,Jonathan Goulet,Red
Houston Alexander,Alessio Sakara,Red
Thiago Silva,Tomasz Drwal,Red
Cheick Kongo,Mirko Filipovic,Red
Michael Bisping,Matt Hamill,Red
Dennis Siver,Naoyuki Kotani,Red
Gleison Tibau,Terry Etim,Red
Marcus Davis,Paul Taylor,Red
Jess Liaudin,Anthony Torres,Red
Quinton Jackson,Dan Henderson,Red
Roger Huerta,Alberto Crane,Red
Renato Sobral,David Heath,Red
Patrick Cote,Kendall Grove,Red
Randy Couture,Gabriel Gonzaga,Red
Frank Mir,Antoni Hardonk,Red
Georges St-Pierre,Josh Koscheck,Red
Joe Stevenson,Kurt Pellegrino,Red
Clay Guida,Marcus Aurelio,Red
Thales Leites,Ryan Jensen,Red
Anderson Silva,Nate Marquardt,Red
Rashad Evans,Tito Ortiz,Draw
Kenny Florian,Alvin Robinson,Red
Antonio Rodrigo Nogueira,Heath Herring,Red
Chris Lytle,Jason Gilliam,Red
Sean Sherk,Hermes Franca,Red
Jorge Gurgel,Diego Saraiva,Red
Stephan Bonnar,Mike Nickels,Red
Frankie Edgar,Mark Bocek,Red
Roger Huerta,Doug Evans,Red
Leonard Garcia,Allen Berube,Red
Gray Maynard,Rob Emerson,Draw
Thales Leites,Floyd Sword,Red
Nate Diaz,Manvel Gamburyan,Red
BJ Penn,Jens Pulver,Red
Matt Wiman,Brian Geraghty,Red
Cole Miller,Andy Wang,Red
Joe Lauzon,Brandon Melendez,Red
Marcus Davis,Jason Tan,Red
Ed Herman,Scott Smith,Red
Eddie Sanchez,Colin Robinson,Red
Tyson Griffin,Clay Guida,Red
Forrest Griffin,Hector Ramirez,Red
Dustin Hazelett,Stevie Lynch,Red
Jason MacDonald,Rory Singer,Red
Rich Franklin,Yushin Okami,Red
Gleison Tibau,Jeff Cox,Red
Drew McFedries,Jordan Radev,Red
Jon Fitch,Roan Carneiro,Red
Tamdan McCrory,Pete Spratt,Red
Anthony Johnson,Chad Reiner,Red
Forrest Petz,Luigi Fioravanti,Red
Spencer Fisher,Sam Stout,Red
Thiago Tavares,Jason Black,Red
Nate Mohr,Luke Caudillo,Red
Terry Martin,Ivan Salaverry,Red
Quinton Jackson,Chuck Liddell,Red
Din Thomas,Jeremy Stephens,Red
Thiago Silva,James Irvin,Red
Alan Belcher,Sean Salmon,Red
Karo Parisyan,Joshua Burkman,Red
Kalib Starnes,Chris Leben,Red
Houston Alexander,Keith Jardine,Red
Wilson Gouveia,Carmelo Marrero,Red
Lyoto Machida,David Heath,Red
Terry Etim,Matt Grice,Red
Andrei Arlovski,Fabricio Werdum,Red
Junior Assuncao,David Lee,Red
Alessio Sakara,Victor Valimaki,Red
Gabriel Gonzaga,Mirko Filipovic,Red
Cheick Kongo,Assuerio Silva,Red
Michael Bisping,Elvis Sinosic,Red
Jess Liaudin,Dennis Siver,Red
Paul Taylor,Edilberto de Oliveira,Red
Kendall Grove,Alan Belcher,Red
Roger Huerta,Leonard Garcia,Red
Yushin Okami,Mike Swick,Red
Matt Serra,Georges St-Pierre,Red
Josh Koscheck,Diego Sanchez,Red
Heath Herring,Brad Imes,Red
Marcus Davis,Pete Spratt,Red
Thales Leites,Pete Sell,Red
Luke Cummo,Josh Haynes,Red
Kurt Pellegrino,Nate Mohr,Red
Kuniyoshi Hironaka,Forrest Petz,Red
Joe Stevenson,Melvin Guillard,Red
Drew Fickett,Keita Nakamura,Red
Roan Carneiro,Rich Clementi,Red
Kenny Florian,Dokonjonosuke Mishima,Red
Justin McCully,Antoni Hardonk,Red
Wilson Gouveia,Seth Petruzelli,Red
Thiago Tavares,Naoyuki Kotani,Red
Matt Hughes,Chris Lytle,Red
Randy Couture,Tim Sylvia,Red
Jon Fitch,Luigi Fioravanti,Red
Rich Franklin,Jason MacDonald,Red
Gleison Tibau,Jason Dent,Red
Matt Hamill,Rex Holman,Red
Martin Kampmann,Drew McFedries,Red
Jason Lambert,Renato Sobral,Red
Jamie Varner,Jason Gilliam,Red
Mirko Filipovic,Eddie Sanchez,Red
Terry Martin,Jorge Rivera,Red
Quinton Jackson,Marvin Eastman,Red
Patrick Cote,Scott Smith,Red
Lyoto Machida,Sam Hoger,Red
Anderson Silva,Travis Lutter,Red
Frankie Edgar,Tyson Griffin,Red
Roger Huerta,John Halverson,Red
Dustin Hazelett,Diego Saraiva,Red
Rashad Evans,Sean Salmon,Red
Jake O'Brien,Heath Herring,Red
Rich Clementi,Ross Pointon,Red
Din Thomas,Clay Guida,Red
Joshua Burkman,Chad Reiner,Red
Ed Herman,Chris Price,Red
Hermes Franca,Spencer Fisher,Red
Nate Marquardt,Dean Lister,Red
Gabriel Gonzaga,Carmelo Marrero,Red
Jason MacDonald,Chris Leben,Red
Michael Bisping,Eric Schafer,Red
Keith Jardine,Forrest Griffin,Red
Chuck Liddell,Tito Ortiz,Red
Yushin Okami,Rory Singer,Red
Andrei Arlovski,Marcio Cruz,Red
Thiago Alves,Tony DeSouza,Red
Christian Wellisch,Anthony Perosh,Red
David Heath,Victor Valimaki,Red
Josh Koscheck,Jeff Joslin,Red
Luigi Fioravanti,Dave Menne,Red
Alan Belcher,Jorge Santiago,Red
Diego Sanchez,Joe Riggs,Red
Marcus Davis,Shonie Carter,Red
Karo Parisyan,Drew Fickett,Red
Brock Larson,Keita Nakamura,Red
Logan Clark,Steve Byrnes,Red
Joe Stevenson,Dokonjonosuke Mishima,Red
James Irvin,Hector Ramirez,Red
Brandon Vera,Frank Mir,Red
Georges St-Pierre,Matt Hughes,Red
Drew McFedries,Alessio Sakara,Red
Antoni Hardonk,Sherman Pendergarst,Red
Tim Sylvia,Jeff Monson,Red
Nick Diaz,Gleison Tibau,Red
Jake O'Brien,Josh Shockman,Red
Travis Lutter,Patrick Cote,Red
Martin Kampmann,Thales Leites,Red
Pete Spratt,Jeremy Jackson,Red
Scott Smith,Pete Sell,Red
Matt Serra,Chris Lytle,Red
Jorge Rivera,Edwin DeWees,Red
Charles McCarthy,Gideon Ray,Red
Din Thomas,Rich Clementi,Red
Anderson Silva,Rich Franklin,Red
Clay Guida,Justin James,Red
Spencer Fisher,Dan Lauzon,Red
Carmelo Marrero,Cheick Kongo,Red
Yushin Okami,Kalib Starnes,Red
Kurt Pellegrino,Junior Assuncao,Red
Jon Fitch,Kuniyoshi Hironaka,Red
Sean Sherk,Kenny Florian,Red
Matt Hamill,Seth Petruzelli,Red
Tito Ortiz,Ken Shamrock,Red
Tony DeSouza,Dustin Hazelett,Red
Thiago Alves,John Alessio,Red
Nate Marquardt,Crafton Wallace,Red
Kendall Grove,Chris Price,Red
Rory Singer,Josh Haynes,Red
Jason MacDonald,Ed Herman,Red
Marcus Davis,Forrest Petz,Red
Joe Lauzon,Jens Pulver,Red
Jorge Gurgel,Danny Abbadi,Red
Eddie Sanchez,Mario Neto,Red
Melvin Guillard,Gabe Ruediger,Red
Matt Hughes,BJ Penn,Red
Rashad Evans,Jason Lambert,Red
Mike Swick,David Loiseau,Red
Tyson Griffin,David Lee,Red
Roger Huerta,Jason Dent,Red
David Heath,Cory Walmsley,Red
Wilson Gouveia,Wes Combs,Red
Chuck Liddell,Renato Sobral,Red
Nick Diaz,Josh Neer,Red
Cheick Kongo,Christian Wellisch,Red
Hermes Franca,Jamie Varner,Red
Eric Schafer,Rob MacDonald,Red
Forrest Griffin,Stephan Bonnar,Red
Yushin Okami,Alan Belcher,Red
Martin Kampmann,Crafton Wallace,Red
Chris Leben,Jorge Santiago,Red
Forrest Petz,Sammy Morgan,Red
Joe Riggs,Jason Von Flue,Red
Diego Sanchez,Karo Parisyan,Red
Josh Koscheck,Jonathan Goulet,Red
Jake O'Brien,Kristof Midoux,Red
Dean Lister,Yuki Sasaki,Red
Anthony Torres,Pat Healy,Red
Tito Ortiz,Ken Shamrock,Red
Tim Sylvia,Andrei Arlovski,Red
Jeff Monson,Anthony Perosh,Red
Cheick Kongo,Gilbert Aldana,Red
Frank Mir,Dan Christison,Red
Joe Stevenson,Yves Edwards,Red
Hermes Franca,Joe Jordan,Red
Joshua Burkman,Josh Neer,Red
Drew Fickett,Kurt Pellegrino,Red
Jonathan Goulet,Luke Cummo,Red
Rashad Evans,Stephan Bonnar,Red
Rob MacDonald,Kristian Rothaermel,Red
Mark Hominick,Jorge Gurgel,Red
Anderson Silva,Chris Leben,Red
Jon Fitch,Thiago Alves,Red
Jason Lambert,Branden Lee Hinkle,Red
Josh Koscheck,Dave Menne,Red
Jorge Santiago,Justin Levens,Red
Rory Singer,Ross Pointon,Red
Kalib Starnes,Danny Abbadi,Red
Michael Bisping,Josh Haynes,Red
Kendall Grove,Ed Herman,Red
Luigi Fioravanti,Solomon Hutcherson,Red
Matt Hamill,Jesse Forbes,Red
Kenny Florian,Sam Stout,Red
Keith Jardine,Wilson Gouveia,Red
Mike Nickels,Wes Combs,Red
Matt Hughes,Royce Gracie,Red
Dean Lister,Alessio Sakara,Red
Brandon Vera,Assuerio Silva,Red
Diego Sanchez,John Alessio,Red
Mike Swick,Joe Riggs,Red
Jeremy Horn,Chael Sonnen,Red
Gabriel Gonzaga,Fabiano Scherner,Red
Spencer Fisher,Matt Wiman,Red
Melvin Guillard,Rick Davis,Red
Tim Sylvia,Andrei Arlovski,Red
Jeff Monson,Marcio Cruz,Red
Evan Tanner,Justin Levens,Red
Tito Ortiz,Forrest Griffin,Red
Sean Sherk,Nick Diaz,Red
Karo Parisyan,Nick Thompson,Red
Jason Lambert,Terry Martin,Red
David Terrell,Scott Smith,Red
Thiago Alves,Derrick Noble,Red
Dan Christison,Brad Imes,Red
Luke Cummo,Jason Von Flue,Red
Stephan Bonnar,Keith Jardine,Red
Chris Leben,Luigi Fioravanti,Red
Rashad Evans,Sam Hoger,Red
Josh Koscheck,Ansar Chalangov,Red
Jon Fitch,Joshua Burkman,Red
Josh Neer,Joe Stevenson,Red
Chael Sonnen,Trevor Prangley,Red
Jason Lambert,Rob MacDonald,Red
Mike Swick,Steve Vigneault,Red
Georges St-Pierre,BJ Penn,Red
Rich Franklin,David Loiseau,Red
Tom Murphy,Icho Larenas,Red
Sam Stout,Spencer Fisher,Red
Mark Hominick,Yves Edwards,Red
Nate Marquardt,Joe Doerksen,Red
Jeff Monson,Branden Lee Hinkle,Red
Joe Riggs,Nick Diaz,Red
Alessio Sakara,Elvis Sinosic,Red
Brandon Vera,Justin Eilers,Red
Chuck Liddell,Randy Couture,Red
Paul Buentello,Gilbert Aldana,Red
Marcio Cruz,Frank Mir,Red
Renato Sobral,Mike van Arsdale,Red
Keith Jardine,Mike Whitehead,Red
Josh Neer,Melvin Guillard,Red
Duane Ludwig,Jonathan Goulet,Red
Tim Sylvia,Assuerio Silva,Red
Spencer Fisher,Aaron Riley,Red
Jason Von Flue,Alex Karalexis,Red
Joshua Burkman,Drew Fickett,Red
Chris Leben,Jorge Rivera,Red
Stephan Bonnar,James Irvin,Red
Thiago Alves,Ansar Chalangov,Red
Rich Franklin,Nate Quarry,Red
Georges St-Pierre,Sean Sherk,Red
Jeremy Horn,Trevor Prangley,Red
Sam Hoger,Jeff Newton,Red
Nick Thompson,Keith Wisniewski,Red
Matt Hughes,Joe Riggs,Red
Gabriel Gonzaga,Kevin Jordan,Red
Joshua Burkman,Sammy Morgan,Red
Rashad Evans,Brad Imes,Red
Diego Sanchez,Nick Diaz,Red
Kenny Florian,Kit Cope,Red
Joe Stevenson,Luke Cummo,Red
Keith Jardine,Kerry Schall,Red
Melvin Guillard,Marcus Davis,Red
Andrei Arlovski,Paul Buentello,Red
Joe Riggs,Chris Lytle,Red
Branden Lee Hinkle,Sean Gannon,Red
Forrest Griffin,Elvis Sinosic,Red
Marcio Cruz,Keigo Kunihara,Red
Renato Sobral,Chael Sonnen,Red
Alessio Sakara,Ron Faircloth,Draw
Jorge Rivera,Dennis Hallman,Red
Jon Fitch,Brock Larson,Red
Spencer Fisher,Thiago Alves,Red
David Loiseau,Evan Tanner,Red
Brandon Vera,Fabiano Scherner,Red
Drew Fickett,Josh Koscheck,Red
Jonathan Goulet,Jay Hieron,Red
Chris Leben,Edwin DeWees,Red
Randy Couture,Mike van Arsdale,Red
Tim Sylvia,Tra Telligman,Red
Chuck Liddell,Jeremy Horn,Red
Trevor Prangley,Travis Lutter,Red
Georges St-Pierre,Frank Trigg,Red
James Irvin,Terry Martin,Red
Diego Sanchez,Brian Gassaway,Red
Matt Lindland,Joe Doerksen,Red
Kenny Florian,Alex Karalexis,Red
Drew Fickett,Josh Neer,Red
Nate Quarry,Pete Sell,Red
Josh Koscheck,Pete Spratt,Red
Mike Swick,Gideon Ray,Red
Chris Leben,Patrick Cote,Red
Nate Marquardt,Ivan Salaverry,Red
Stephan Bonnar,Sam Hoger,Red
David Loiseau,Charles McCarthy,Red
Rich Franklin,Evan Tanner,Red
Paul Buentello,Kevin Jordan,Red
Nick Diaz,Koji Oishi,Red
Karo Parisyan,Matt Serra,Red
Nate Quarry,Shonie Carter,Red
Forrest Griffin,Bill Mahood,Red
Andrei Arlovski,Justin Eilers,Red
Matt Hughes,Frank Trigg,Red
Joe Doerksen,Patrick Cote,Red
Chuck Liddell,Randy Couture,Red
Matt Lindland,Travis Lutter,Red
Georges St-Pierre,Jason Miller,Red
Mike van Arsdale,John Marsh,Red
Renato Sobral,Travis Wiuff,Red
Ivan Salaverry,Joe Riggs,Red
Rich Franklin,Ken Shamrock,Red
Forrest Griffin,Stephan Bonnar,Red
Sam Hoger,Bobby Southworth,Red
Diego Sanchez,Kenny Florian,Red
Josh Koscheck,Chris Sanford,Red
Nate Quarry,Lodune Sincaid,Red
Mike Swick,Alex Schoenauer,Red
Chris Leben,Jason Thacker,Red
Alex Karalexis,Josh Rafferty,Red
Evan Tanner,David Terrell,Red
Paul Buentello,Justin Eilers,Red
David Loiseau,Gideon Ray,Red
Andrei Arlovski,Tim Sylvia,Red
Karo Parisyan,Chris Lytle,Red
Pete Sell,Phil Baroni,Red
Tito Ortiz,Vitor Belfort,Red
Mike Kyle,James Irvin,Red
Nick Diaz,Drew Fickett,Red
Tito Ortiz,Patrick Cote,Red
Frank Trigg,Renato Verissimo,Red
Matt Hughes,Georges St-Pierre,Red
Evan Tanner,Robbie Lawler,Red
Travis Lutter,Marvin Eastman,Red
Rich Franklin,Jorge Rivera,Red
Ivan Salaverry,Tony Fryklund,Red
Justin Eilers,Mike Kyle,Red
Karo Parisyan,Nick Diaz,Red
Joe Riggs,Joe Doerksen,Red
David Terrell,Matt Lindland,Red
Yves Edwards,Josh Thomson,Red
Randy Couture,Vitor Belfort,Red
Chris Lytle,Ronald Jhun,Red
Chuck Liddell,Vernon White,Red
Georges St-Pierre,Jay Hieron,Red
Matt Hughes,Renato Verissimo,Red
Evan Tanner,Phil Baroni,Red
Trevor Prangley,Curtis Stout,Red
Matt Serra,Ivan Menjivar,Red
Frank Mir,Tim Sylvia,Red
Frank Trigg,Dennis Hallman,Red
Ken Shamrock,Kimo Leopoldo,Red
Mike Kyle,Wes Sims,Red
Andrei Arlovski,Wesley Correira,Red
Genki Sudo,Mike Brown,Red
Yves Edwards,Hermes Franca,Red
Jonathan Wiezorek,Wade Shipp,Red
Chris Lytle,Tiki Ghosn,Red
Nick Diaz,Robbie Lawler,Red
Chuck Liddell,Tito Ortiz,Red
Vitor Belfort,Randy Couture,Red
Georges St-Pierre,Karo Parisyan,Red
Josh Thomson,Hermes Franca,Red
Matt Serra,Jeff Curran,Red
Renato Verissimo,Carlos Newton,Red
Lee Murray,Jorge Rivera,Red
BJ Penn,Matt Hughes,Red
Frank Mir,Wes Sims,Red
Evan Tanner,Phil Baroni,Red
Robbie Lawler,Chris Lytle,Red
Matt Hughes,Frank Trigg,Red
Matt Lindland,Falaniko Vitale,Red
Wesley Correira,David Abbott,Red
Yves Edwards,Nick Agallar,Red
Pedro Rizzo,Ricco Rodriguez,Red
Keith Rockel,Chris Liguori,Red
Andrei Arlovski,Vladimir Matyushenko,Red
Nick Diaz,Jeremy Jackson,Red
Rich Franklin,Edwin DeWees,Red
Jorge Rivera,David Loiseau,Red
Tim Sylvia,Gan McGee,Red
Josh Thomson,Gerald Strebendt,Red
Randy Couture,Tito Ortiz,Red
Karo Parisyan,Dave Strasser,Red
Hermes Franca,Caol Uno,Red
Frank Mir,Wes Sims,Red
Falaniko Vitale,Matt Lindland,Red
Pedro Rizzo,Tra Telligman,Red
Randy Couture,Chuck Liddell,Red
Kimo Leopoldo,David Abbott,Red
Vernon White,Ian Freeman,Draw
Yves Edwards,Eddie Ruiz,Red
Vitor Belfort,Marvin Eastman,Red
Pete Spratt,Robbie Lawler,Red
Rich Franklin,Evan Tanner,Red
Hermes Franca,Richard Crunkilton,Red
David Loiseau,Mark Weir,Red
Dave Strasser,Romie Aram,Red
Wesley Correira,Sean Alvarez,Red
Matt Hughes,Sean Sherk,Red
Duane Ludwig,Genki Sudo,Red
Tim Sylvia,Ricco Rodriguez,Red
Frank Mir,David Abbott,Red
Matt Lindland,Phil Baroni,Red
Vladimir Matyushenko,Pedro Rizzo,Red
BJ Penn,Caol Uno,Draw
Yves Edwards,Rich Clementi,Red
Gan McGee,Alexandre Dantas,Red
Din Thomas,Matt Serra,Red
Robbie Lawler,Tiki Ghosn,Red
Carlos Newton,Pete Spratt,Red
Andrei Arlovski,Ian Freeman,Red
Chuck Liddell,Renato Sobral,Red
Phillip Miller,Mark Weir,Red
Matt Hughes,Gil Castillo,Red
Vladimir Matyushenko,Travis Wiuff,Red
Tito Ortiz,Ken Shamrock,Red
Caol Uno,Din Thomas,Red
Gan McGee,Pedro Rizzo,Red
Matt Lindland,Ivan Salaverry,Red
Ricco Rodriguez,Randy Couture,Red
Sean Sherk,Benji Radach,Red
BJ Penn,Matt Serra,Red
Tim Sylvia,Wesley Correira,Red
Phil Baroni,Dave Menne,Red
Ian Freeman,Frank Mir,Red
Renato Sobral,Elvis Sinosic,Red
Matt Hughes,Carlos Newton,Red
Phillip Miller,James Zikic,Red
Mark Weir,Eugene Jackson,Red
Genki Sudo,Leigh Remedios,Red
Evan Tanner,Chris Haseman,Red
Chuck Liddell,Vitor Belfort,Red
Robbie Lawler,Steve Berger,Red
Yves Edwards,Joao Pierini,Red
Pete Spratt,Zach Light,Red
Tony Fryklund,Rodrigo Ruas,Red
Benji Radach,Nick Serra,Red
Benji Radach,Steve Berger,Draw
Caol Uno,Yves Edwards,Red
Robbie Lawler,Aaron Riley,Red
Murilo Bustamante,Matt Lindland,Red
Phil Baroni,Amar Suloev,Red
Ivan Salaverry,Andrei Semenov,Red
Ricco Rodriguez,Tsuyoshi Kohsaka,Red
BJ Penn,Paul Creighton,Red
Evan Tanner,Elvis Sinosic,Red
Pedro Rizzo,Andrei Arlovski,Red
Matt Serra,Kelly Dullanty,Red
Frank Mir,Pete Williams,Red
Matt Hughes,Hayato Sakurai,Red
Sean Sherk,Jutaro Nakao,Red
Josh Barnett,Randy Couture,Red
Matt Lindland,Pat Miletich,Red
Eugene Jackson,Keith Rockel,Red
Chuck Liddell,Amar Suloev,Red
Gil Castillo,Chris Brennan,Red
Ricco Rodriguez,Jeff Monson,Red
Murilo Bustamante,Dave Menne,Red
Jens Pulver,BJ Penn,Red
Kevin Randleman,Renato Sobral,Red
Andrei Semenov,Ricardo Almeida,Red
BJ Penn,Caol Uno,Red
Matt Lindland,Phil Baroni,Red
Matt Hughes,Carlos Newton,Red
Evan Tanner,Homer Moore,Red
Ricco Rodriguez,Pete Williams,Red
Randy Couture,Pedro Rizzo,Red
Josh Barnett,Bobby Hoffman,Red
Frank Mir,Roberto Traven,Red
Ricardo Almeida,Eugene Jackson,Red
Dave Menne,Gil Castillo,Red
Chuck Liddell,Murilo Bustamante,Red
Tito Ortiz,Vladimir Matyushenko,Red
Matt Serra,Yves Edwards,Red
Jens Pulver,Dennis Hallman,Red
Jutaro Nakao,Tony DeSouza,Red
Din Thomas,Fabiano Iha,Red
BJ Penn,Din Thomas,Red
Ricco Rodriguez,Andrei Arlovski,Red
Tito Ortiz,Elvis Sinosic,Red
Tony DeSouza,Paul Rodriguez,Red
Caol Uno,Fabiano Iha,Red
Vladimir Matyushenko,Yuki Kondo,Red
Josh Barnett,Semmy Schilt,Red
Pat Miletich,Shonie Carter,Red
Matt Lindland,Ricardo Almeida,Red
Carlos Newton,Pat Miletich,Red
Semmy Schilt,Pete Williams,Red
BJ Penn,Joey Gilbert,Red
Tony DeSouza,Steve Berger,Red
Shonie Carter,Matt Serra,Red
Randy Couture,Pedro Rizzo,Red
Chuck Liddell,Kevin Randleman,Red
Pedro Rizzo,Josh Barnett,Red
Tito Ortiz,Evan Tanner,Red
Jens Pulver,Caol Uno,Red
Phil Baroni,Curtis Stout,Red
Fabiano Iha,Phil Johns,Red
Bobby Hoffman,Mark Robinson,Draw
Sean Sherk,Tiki Ghosn,Red
Elvis Sinosic,Jeremy Horn,Red
Tito Ortiz,Yuki Kondo,Red
Chuck Liddell,Jeff Monson,Red
Dennis Hallman,Matt Hughes,Red
Evan Tanner,Lance Gibson,Red
Pat Miletich,Kenichi Yamamoto,Red
Fabiano Iha,Daiju Takase,Red
Matt Lindland,Yoji Anjo,Red
Josh Barnett,Gan McGee,Red
Randy Couture,Kevin Randleman,Red
Ben Earwood,Chris Lytle,Red
Jens Pulver,John Lewis,Red
Renato Sobral,Maurice Smith,Red
Mark Hughes,Alex Stiebling,Red
Andrei Arlovski,Aaron Brink,Red
Jeremy Horn,Eugene Jackson,Red
Yuki Kondo,Alexandre Dantas,Red
Maurice Smith,Bobby Hoffman,Red
Pedro Rizzo,Dan Severn,Red
Jeff Monson,Tim Lajcik,Red
Brad Gumm,CJ Fernandes,Draw
Fabiano Iha,Laverne Clark,Red
Ian Freeman,Tedd Williams,Red
Matt Hughes,Marcelo Aguiar,Red
Shonie Carter,Adrian Serrano,Red
Pat Miletich,John Alessio,Red
Ian Freeman,Nate Schroeder,Red
Tyrone Roberts,David Dodd,Red
Amaury Bitetti,Alex Andrade,Red
Kevin Randleman,Pedro Rizzo,Red
Jens Pulver,Joao Roque,Red
Murilo Bustamante,Yoji Anjo,Red
Laverne Clark,Koji Oishi,Red
Sanae Kikuta,Eugene Jackson,Red
Tito Ortiz,Wanderlei Silva,Red
Ron Waterman,Satoshi Honma,Red
Ikuhisa Minowa,Joe Slick,Red
Shonie Carter,Brad Gumm,Red
Dave Menne,Fabiano Iha,Red
Scott Adams,Ian Freeman,Red
Jens Pulver,David Velasquez,Red
Tedd Williams,Steve Judson,Red
Bob Cook,Tiki Ghosn,Red
Lance Gibson,Jermaine Andre,Red
Pedro Rizzo,Tsuyoshi Kohsaka,Red
Kevin Randleman,Pete Williams,Red
Kenichi Yamamoto,Daiju Takase,Red
Kenichi Yamamoto,Katsuhisa Fujii,Red
Joe Slick,Jason DeLucia,Red
Eugene Jackson,Keiichiro Yamamiya,Red
Katsuhisa Fujii,Masutatsu Yano,Red
Chuck Liddell,Paul Jones,Red
Brad Kohler,Steve Judson,Red
Jens Pulver,Alfonso Alcarez,Draw
John Lewis,Lowell Anderson,Red
Jeremy Horn,Jason Godsey,Red
Frank Shamrock,Tito Ortiz,Red
Tim Lajcik,Ron Waterman,Draw
Matt Hughes,Valeri Ignatov,Red
Tsuyoshi Kohsaka,Tim Lajcik,Red
Andre Roberts,Ron Waterman,Red
Pat Miletich,Andre Pederneiras,Red
Eugene Jackson,Royce Alger,Red
Paul Jones,Flavio Luiz Moura,Red
Travis Fulton,David Dodd,Red
Maurice Smith,Marco Ruas,Red
Jeremy Horn,Daiju Takase,Red
Laverne Clark,Fabiano Iha,Red
Pete Williams,Travis Fulton,Red
Bas Rutten,Kevin Randleman,Red
Ron Waterman,Chris Condo,Red
Marcelo Mello,David Roberts,Red
Wanderlei Silva,Tony Petarra,Red
Pedro Rizzo,Tra Telligman,Red
Pete Williams,Jason Godsey,Red
Jeremy Horn,Chuck Liddell,Red
Tito Ortiz,Guy Mezger,Red
Kevin Randleman,Maurice Smith,Red
Sione Latu,Joey Roberts,Red
Gary Goodridge,Andre Roberts,Red
Evan Tanner,Valeri Ignatov,Red
Bas Rutten,Tsuyoshi Kohsaka,Red
Laverne Clark,Frank Caracci,Red
Tito Ortiz,Jerry Bohlander,Red
Evan Tanner,Darrel Gholar,Red
Mikey Burnett,Townsend Saunders,Red
Pat Miletich,Jorge Patino,Red
Pedro Rizzo,Mark Coleman,Red
Tsuyoshi Kohsaka,Pete Williams,Red
Pat Miletich,Mikey Burnett,Red
Frank Shamrock,John Lober,Red
Ebenezer Fontes Braga,Jeremy Horn,Red
Vitor Belfort,Wanderlei Silva,Red
Pedro Rizzo,David Abbott,Red
Tulio Palhares,Adriano Santos,Red
Frank Shamrock,Jeremy Horn,Red
David Abbott,Hugo Duarte,Red
Dan Henderson,Carlos Newton,Red
Pete Williams,Mark Coleman,Red
Carlos Newton,Bob Gilstrap,Red
Mike van Arsdale,Joe Pardo,Red
Dan Henderson,Allan Goes,Red
Chuck Liddell,Noe Hernandez,Red
Pat Miletich,Chris Brennan,Red
Pat Miletich,Townsend Saunders,Red
Mikey Burnett,Eugenio Tadeu,Red
Frank Shamrock,Igor Zinoviev,Red
Jerry Bohlander,Kevin Jackson,Red
Tsuyoshi Kohsaka,Kimo Leopoldo,Red
